Date,Current_Price,XGB_Price,LightGBM_Price,ElasticNet_Price,Stacked_Price
2024-10-01,4.313499927520752,4.692070106128092,4.8874801485009876,4.449139248732133,4.419828410203604
2024-11-01,4.08050012588501,4.365955915562644,4.36349875806464,4.193661813651358,4.181607536244455
2024-12-01,4.08050012588501,4.33717525543501,4.475075486993436,4.18014385482412,4.176217013817589
