Date,Price_Forecast
2025-01-01,4.273514185925283
2025-02-01,4.049357954922914
2025-03-01,4.033890166396486
2025-04-01,4.22469950220158
2025-05-01,4.003103720292165
2025-06-01,3.98781261427385
2025-07-01,4.17644240954775
2025-08-01,3.957377829721164
2025-09-01,3.942261388035666
2025-10-01,4.1287365388187425
2025-11-01,3.9121742481420365
2025-12-01,3.897230475666889
